37.288624000 127.107299400
37.288624300 127.107299500
37.288624600 127.107299600
37.288625200 127.107299800
37.288625700 127.107300200
37.288626500 127.107300600
37.288627300 127.107301000
37.288628200 127.107301500
37.288629000 127.107302100
37.288629900 127.107302800
37.288631000 127.107303300
37.288631700 127.107304200
37.288632500 127.107304900
37.288633500 127.107305400
37.288634000 127.107306500
37.288635000 127.107307200
37.288635800 127.107307900
37.288636600 127.107308600
37.288637700 127.107309300
37.288638500 127.107310100
37.288639400 127.107310400
37.288640200 127.107311400
37.288641100 127.107311900
37.288642100 127.107312700
37.288642900 127.107313500
37.288643800 127.107314300
37.288644700 127.107315100
37.288645700 127.107316000
37.288646400 127.107316900
37.288647300 127.107317700
37.288648000 127.107318700
37.288648700 127.107319600
37.288649300 127.107320600
37.288650000 127.107321700
37.288650600 127.107322700
37.288651100 127.107323800
37.288651700 127.107325000
37.288652200 127.107326300
37.288652700 127.107327600
37.288653100 127.107329000
37.288653600 127.107330400
37.288653800 127.107331800
37.288654200 127.107333300
37.288654400 127.107334700
37.288654600 127.107336200
37.288654900 127.107337600
37.288654900 127.107339100
37.288654900 127.107340500
37.288655000 127.107342100
37.288655000 127.107343600
37.288655000 127.107345100
37.288654800 127.107346700
37.288654700 127.107348100
37.288654600 127.107349700
37.288654300 127.107351200
37.288654100 127.107352700
37.288653900 127.107354300
37.288653700 127.107355800
37.288653600 127.107357500
37.288653300 127.107358900
37.288653100 127.107360400
37.288652800 127.107362000
37.288652500 127.107363400
37.288652100 127.107365000
37.288651900 127.107366400
37.288651500 127.107367800
37.288651200 127.107369300
37.288650800 127.107370800
37.288650200 127.107372600
37.288649600 127.107374300
37.288649000 127.107376200
37.288648300 127.107378100
37.288647700 127.107379900
37.288647000 127.107381800
37.288646300 127.107383600
37.288645500 127.107385400
37.288644800 127.107387300
37.288644100 127.107389100
37.288643600 127.107391000
37.288643100 127.107393000
37.288642500 127.107394900
37.288642200 127.107396700
37.288641700 127.107398600
37.288641200 127.107400400
37.288640700 127.107402200
37.288640100 127.107404200
37.288639500 127.107406000
37.288638800 127.107407800
37.288638100 127.107409800
37.288637300 127.107411400
37.288636400 127.107413300
37.288635700 127.107415100
37.288634700 127.107416800
37.288634000 127.107418600
37.288632900 127.107420400
37.288632300 127.107422300
37.288631300 127.107423900
37.288630700 127.107425700
37.288629900 127.107427500
37.288629000 127.107429100
37.288628000 127.107430900
37.288627100 127.107432500
37.288626000 127.107434100
37.288624900 127.107435700
37.288623800 127.107437100
37.288622600 127.107438400
37.288621300 127.107439700
37.288620000 127.107440800
37.288618600 127.107441800
37.288617100 127.107442700
37.288615600 127.107443700
37.288614000 127.107444200
37.288612500 127.107445000
37.288611000 127.107445700
37.288609600 127.107446500
37.288608100 127.107447400
37.288606800 127.107448400
37.288605300 127.107449100
37.288603900 127.107450000
37.288602400 127.107450800
37.288600900 127.107451500
37.288599300 127.107452100
37.288597800 127.107452800
37.288596200 127.107453300
37.288594600 127.107453900
37.288593000 127.107454300
37.288591400 127.107454600
37.288589900 127.107454800
37.288588300 127.107455100
37.288586700 127.107455200
37.288585100 127.107455200
37.288583500 127.107455300
37.288581900 127.107455100
37.288580300 127.107455000
37.288578600 127.107454800
37.288577000 127.107454500
37.288575500 127.107454200
37.288573900 127.107453800
37.288572400 127.107453300
37.288570900 127.107452800
37.288569300 127.107452100
37.288567800 127.107451600
37.288566300 127.107451000
37.288564700 127.107450500
37.288563200 127.107450000
37.288561600 127.107449500
37.288560200 127.107449000
37.288558600 127.107448500
37.288557100 127.107447800
37.288555600 127.107447200
37.288554100 127.107446500
37.288552400 127.107445900
37.288550900 127.107445200
37.288549500 127.107444700
37.288547900 127.107443900
37.288546300 127.107443400
37.288544800 127.107442700
37.288543300 127.107442000
37.288541700 127.107441500
37.288540300 127.107440800
37.288538800 127.107440100
37.288537200 127.107439400
37.288535800 127.107438600
37.288534300 127.107437900
37.288532800 127.107437100
37.288531200 127.107436400
37.288529600 127.107435800
37.288528000 127.107435400
37.288526500 127.107434700
37.288524800 127.107434400
37.288523200 127.107433900
37.288521700 127.107433500
37.288520000 127.107433000
37.288518600 127.107432400
37.288517000 127.107431800
37.288515600 127.107431200
37.288513900 127.107430400
37.288512500 127.107429600
37.288510900 127.107428800
37.288509500 127.107428000
37.288508000 127.107427100
37.288506500 127.107426300
37.288505000 127.107425500
37.288503400 127.107424700
37.288501900 127.107424000
37.288500400 127.107423200
37.288499000 127.107422400
37.288497500 127.107421500
37.288495900 127.107420700
37.288494400 127.107419900
37.288492900 127.107419000
37.288491400 127.107418400
37.288489800 127.107417700
37.288488300 127.107416900
37.288486700 127.107416000
37.288485200 127.107415200
37.288483700 127.107414200
37.288482200 127.107413400
37.288480700 127.107412400
37.288479200 127.107411400
37.288477700 127.107410400
37.288476200 127.107409500
37.288474600 127.107408500
37.288473300 127.107407500
37.288471800 127.107406700
37.288470400 127.107405900
37.288468900 127.107405100
37.288467300 127.107404200
37.288465900 127.107403500
37.288464300 127.107402600
37.288462800 127.107402000
37.288461200 127.107401300
37.288459700 127.107400500
37.288458200 127.107399800
37.288456600 127.107399300
37.288455100 127.107398600
37.288453600 127.107397800
37.288452200 127.107397000
37.288450700 127.107396200
37.288449200 127.107395400
37.288447800 127.107394400
37.288446400 127.107393400
37.288444900 127.107392500
37.288443400 127.107391700
37.288442000 127.107390700
37.288440500 127.107389700
37.288439000 127.107388900
37.288437500 127.107388200
37.288436100 127.107387200
37.288434500 127.107386300
37.288433200 127.107385400
37.288431700 127.107384400
37.288430300 127.107383500
37.288428900 127.107382400
37.288427500 127.107381500
37.288426100 127.107380300
37.288424700 127.107379200
37.288423300 127.107378200
37.288421600 127.107377300
37.288420100 127.107376400
37.288418700 127.107375600
37.288417200 127.107374900
37.288415800 127.107374200
37.288414200 127.107373400
37.288412700 127.107372600
37.288411100 127.107371700
37.288409700 127.107370800
37.288408200 127.107369700
37.288406800 127.107368900
37.288405300 127.107367800
37.288404000 127.107366600
37.288402700 127.107365500
37.288401300 127.107364300
37.288400000 127.107363200
37.288398800 127.107361900
37.288397300 127.107360700
37.288396100 127.107359300
37.288394900 127.107357900
37.288393600 127.107356500
37.288392400 127.107355000
37.288391300 127.107353500
37.288390100 127.107352100
37.288389000 127.107350600
37.288388100 127.107349100
37.288387000 127.107347500
37.288386200 127.107345800
37.288385200 127.107344100
37.288384400 127.107342200
37.288383700 127.107340500
37.288382900 127.107338600
37.288382300 127.107336900
37.288381700 127.107335000
37.288381200 127.107333100
37.288380700 127.107331200
37.288380200 127.107329300
37.288380000 127.107327300
37.288379500 127.107325300
37.288379200 127.107323300
37.288378900 127.107321200
37.288378700 127.107319200
37.288378500 127.107317200
37.288378200 127.107315300
37.288378100 127.107313200
37.288378100 127.107311300
37.288378100 127.107309300
37.288378000 127.107307200
37.288378000 127.107305300
37.288378100 127.107303300
37.288378200 127.107301300
37.288378400 127.107299300
37.288378500 127.107297300
37.288378700 127.107295100
37.288379000 127.107293000
